page	index	kind	element	english	japanese
questions.html	174	text	p	The entrance, floor, reception or security procedure, contact person and any difficulty locating the building should be mentioned.	入り口、フロア、受付またはセキュリティ手順、連絡先、および建物の場所を特定する困難な点について言及する必要があります。
questions.html	175	text	summary	Should safeguarding or emergency procedures be explained?	安全対策や緊急時の手順について説明する必要がありますか?
questions.html	176	text	p	Yes. The teacher should receive the procedures relevant to the assignment and know whom to contact if a concern arises.	はい。講師は課題に関連する手順を受け取り、懸念が生じた場合の連絡先を知っておく必要があります。
questions.html	177	text	p	Chapter IX	第9章
questions.html	178	text	h2	Administration	管理
questions.html	179	text	p	Fees, changes, records and matters which should be agreed rather than assumed.	料金、変更、記録、および想定されるのではなく合意されるべき事項。
questions.html	180	text	summary	How are fees determined?	料金はどのように決まるのですか？
questions.html	181	text	p	Fees depend upon the assignment, duration, timetable, location, preparation required and other practical considerations. The applicable arrangement should be agreed before confirmation.	料金は、任務、期間、スケジュール、場所、必要な準備、その他の実際的な考慮事項によって異なります。適用される取り決めについては、確認前に合意する必要があります。
questions.html	182	text	summary	How is transport treated?	輸送はどのように扱われますか?
questions.html	183	text	p	The treatment of transport should be made clear as part of the agreed arrangement. Precise location information is necessary so that travel can be considered realistically.	輸送の扱いは、合意された取り決めの一部として明確にされるべきである。旅行を現実的に検討するには、正確な位置情報が必要です。
questions.html	184	text	summary	What if the timetable changes after confirmation?	確認後に時間割が変更になった場合はどうなりますか？
questions.html	185	text	p	Englishire should be informed promptly. A material change to dates, times, location, learner groups or responsibilities may affect suitability, availability or the agreed terms.	Englishire には速やかに通知する必要があります。日付、時間、場所、学習者グループまたは責任に対する重大な変更は、適合性、空き状況、または合意された条件に影響を与える可能性があります。
